x,y,p,c
18.5,1,9,4
17.9,0,9,4
18.55,0,9,4
18.8,0,9,4
19.2,1,9,4
19.1,1,9,4
19,0,9,4
19.4682692307692,0,9,4
20.1,1,9,4
19.8,1,9,4
19.7,1,9,4
19.5,1,9,4
7.7,1,10,1
4.7,1,10,1
2.991,1,10,1
6.5,1,10,1
1.72358490566038,1,10,1
2.4,1,10,1
1,1,10,1
1.33265306122449,1,10,1
0.600000000000001,1,10,1
0.699999999999999,1,10,1
0.699999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
0.399999999999999,1,10,1
5.9,0,10,2
8.4,1,10,2
4.3,0,10,2
7.23921568627451,1,10,2
3.4,0,10,2
7.94038461538462,1,10,2
6.3,1,10,2
5.2,1,10,2
11,1,10,2
3,0,10,2
5.3,1,10,2
5.3,1,10,2
4.6,1,10,2
3.8,0,10,2
5,0,10,2
3,0,10,2
5.6,1,10,2
5.4,1,10,2
4.6,1,10,2
3.9,1,10,2
2.8,0,10,2
3.1,0,10,2
4.8,1,10,2
4.6,1,10,2
4.4,1,10,2
4.8,1,10,2
3.7,0,10,2
4.7,0,10,2
15.2,1,10,3
9,0,10,3
12.7754545454545,0,10,3
18.2,1,10,3
16.5,1,10,3
12,0,10,3
13.9147058823529,0,10,3
15.3783018867925,1,10,3
14.6,0,10,3
16.1,0,10,3
21.9,1,10,3
20.5,1,10,3
18.6,1,10,3
15.4,0,10,3
18.9,0,10,3
3.78823529411765,0,10,3
24.8117647058824,1,10,3
22.6,1,10,3
11.3311320754717,0,10,3
17.6,1,10,3
17.2,0,10,3
21.1,1,10,3
12.6739583333333,0,10,3
18.6,1,10,3
17.8,1,10,3
16.9,1,10,3
16.5,1,10,3
14.0820754716981,0,10,3
16.5,0,10,3
17.8,1,10,3
14.2854545454546,0,10,3
17.4,1,10,3
15.1846153846154,0,10,3
17.3,1,10,3
16.4,0,10,3
15.086,0,10,3
17.5,1,10,3
15.6959183673469,0,10,3
16.2,0,10,3
16.1,1,10,3
12.5,0,10,4
15.5,0,10,4
17.2,1,10,4
10.8,0,10,4
14.5,0,10,4
16.6,1,10,4
14.6,1,10,4
4.9,0,10,4
8.2343137254902,0,10,4
11,0,10,4
15.3,0,10,4
7.5,0,10,4
10.1781818181818,0,10,4
18.5,1,10,4
18.4736363636364,1,10,4
16.9,1,10,4
15.3,0,10,4
17,1,10,4
16,0,10,4
15.6,0,10,4
17,1,10,4
15.7,0,10,4
16.6,0,10,4
17.2,1,10,4
16.1,0,10,4
17.135,0,10,4
17.8,1,10,4
17.6,1,10,4
16,0,10,4
17.2,1,10,4
17,1,10,4
16.3,0,10,4
17,0,10,4
16.1,0,10,4
17.3,1,10,4
16.8,0,10,4
16.4,0,10,4
16.6,0,10,4
17.4,1,10,4
7.7,0,11,1
10.7,0,11,1
5.8,1,11,1
0.100000000000001,0,11,1
0.100000000000001,0,11,1
0.100000000000001,0,11,1
0.100000000000001,0,11,1
9.3,1,11,1
3.9,0,11,1
0.100000000000001,0,11,1
9.8,1,11,1
6.6,1,11,1
6.5,1,11,1
6.5,1,11,1
5,0,11,1
6.9,1,11,1
6.7,1,11,1
4.7,1,11,1
6.7,1,11,1
3.77407407407407,1,11,1
2.5,0,11,1
6.6,1,11,1
4.3,1,11,1
3.1,0,11,1
4.6,0,11,1
6.6,1,11,1
2.7,0,11,1
5.6,1,11,1
4.1,1,11,1
5.85,1,11,2
3.6,1,11,2
6.92941176470588,1,11,2
2.1,0,11,2
4.6,1,11,2
2.7,0,11,2
5.12090909090909,1,11,2
3.1,0,11,2
4,1,11,2
2.7,0,11,2
3.5,1,11,2
2.9,1,11,2
2.1,0,11,2
2.4,0,11,2
3.3,1,11,2
3.2,0,11,2
3.7,1,11,2
2.8,1,11,2
2.2,0,11,2
2.4,0,11,2
3.4,1,11,2
3.2,0,11,2
3.6,1,11,2
2.8,0,11,2
2.9,0,11,2
2.9,0,11,2
3.5,1,11,2
2.9,0,11,2
3.4,1,11,2
2.9,0,11,2
15.2,0,11,3
21.3,0,11,3
25,0,11,3
26.9267857142857,0,11,3
28.107,0,11,3
28.7,1,11,3
22,0,11,3
26.052,1,11,3
10.1,0,11,3
14.4,0,11,3
18.6,0,11,3
26.8411764705882,0,11,3
27.4482142857143,0,11,3
28.967,1,11,3
27.3,0,11,3
28.9648148148148,0,11,3
26.8,1,11,3
19.1,0,11,3
22.2,0,11,3
24.0150943396226,1,11,3
15.3,0,11,3
18.8,0,11,3
21.2,0,11,3
22.801724137931,0,11,3
24.0163793103448,0,11,3
23.3,0,11,3
24,0,11,3
24.6148148148148,1,11,3
22,0,11,3
22.7,0,11,3
23.3,0,11,3
23.8,1,11,3
21.7,0,11,3
22.3,0,11,3
22.4,0,11,3
22.8,1,11,3
20.9,0,11,3
21.4,0,11,3
12.5,0,11,4
15.5,1,11,4
10.9,0,11,4
14.1,0,11,4
16.5,1,11,4
13.3,0,11,4
14.9,0,11,4
16.3,1,11,4
15.9,1,11,4
14.8,0,11,4
15.3,1,11,4
14.7,1,11,4
13.5,1,11,4
8.27169811320755,0,11,4
9.8,0,11,4
11.4,1,11,4
4.9,0,11,4
4.9,0,11,4
7.259375,0,11,4
18.3,1,11,4
12.5,0,11,4
13.2,0,11,4
13.8,0,11,4
14,0,11,4
14.1,1,11,4
16.6,1,11,4
13.1,1,11,4
17.2964912280702,1,11,4
11.9,0,11,4
12.3,0,11,4
12.7,0,11,4
16.1,1,11,4
13.2,0,11,4
13.5,0,11,4
13.8,0,11,4
14.3,0,11,4
14.3,0,11,4
14.3,0,11,4
14.4,0,11,4
14.4,0,11,4
7.7,1,12,1
4.7,1,12,1
2.9,1,12,1
6.47857142857143,1,12,1
1.7,1,12,1
2.40612244897959,1,12,1
1,1,12,1
1.3,1,12,1
0.600000000000001,0,12,1
1.70625,1,12,1
1.5,1,12,1
0.5,0,12,1
0.300000000000001,0,12,1
0.399999999999999,0,12,1
1,1,12,1
0.399999999999999,0,12,1
1,1,12,1
0.399999999999999,0,12,1
1,0,12,1
1,1,12,1
1,1,12,1
1,1,12,1
0.399999999999999,0,12,1
1,1,12,1
0.399999999999999,1,12,1
0.399999999999999,0,12,1
0.399999999999999,0,12,1
0.399999999999999,0,12,1
0.399999999999999,0,12,1
5.88333333333333,1,12,2
3.6,1,12,2
6.9,1,12,2
2.1,0,12,2
4.6,1,12,2
2.7,1,12,2
1.5,0,12,2
3.3,1,12,2
1.8,1,12,2
5.6,1,12,2
1.2,0,12,2
2.3,1,12,2
1.3,1,12,2
0.199999999999999,0,12,2
2.4,1,12,2
1.7,1,12,2
0.800000000000001,0,12,2
1.9,1,12,2
1.8,1,12,2
1,0,12,2
1.76960784313726,1,12,2
1.7,1,12,2
1.7,1,12,2
1.2,0,12,2
1.2,0,12,2
1.7,1,12,2
1.2,1,12,2
15.1947368421053,0,12,3
21.3,0,12,3
25.0362745098039,1,12,3
0.199999999999999,0,12,3
8.4,0,12,3
19.8,1,12,3
12,0,12,3
17.6,0,12,3
21.2,0,12,3
4.3,0,12,3
27.5669811320755,1,12,3
23.2205882352941,0,12,3
9.6,0,12,3
22.9,1,12,3
29.0076086956522,1,12,3
27.547,1,12,3
19.6,1,12,3
13.6875,0,12,3
25.6323529411765,1,12,3
19.6,0,12,3
25.4067307692308,0,12,3
29.6384615384615,1,12,3
14.578,0,12,3
27.3056603773585,1,12,3
26.3132653061225,1,12,3
17.2,1,12,3
14.0254716981132,0,12,3
15.1,0,12,3
25.4592592592593,0,12,3
28.627358490566,0,12,3
7,0,12,3
9.3,1,12,3
0.155769230769231,0,12,3
2.55,0,12,3
5.6,0,12,3
7.9,0,12,3
12.5,1,12,4
9.5,1,12,4
7.79019607843137,0,12,4
14.2,1,12,4
10.5,0,12,4
20.089,1,12,4
20.05,1,12,4
10.1,0,12,4
16.3,1,12,4
11.1969387755102,0,12,4
10.468,1,12,4
20.0971698113208,1,12,4
5.6,0,12,4
13.2,1,12,4
11,0,12,4
10.9660714285714,1,12,4
14.3,0,12,4
20,1,12,4
5.1,0,12,4
16.3,1,12,4
7.46354166666667,0,12,4
14,0,12,4
17.4,1,12,4
16.4,1,12,4
8.04791666666667,0,12,4
14.9,1,12,4
13.8,0,12,4
8.5,0,12,4
15.8,1,12,4
9.55,0,12,4
15.1,1,12,4
12.5,1,12,4
9.51320754716981,0,12,4
13.7,0,12,4
15.4,1,12,4
10.3675925925926,1,12,4
15.2,1,12,4
7.7,1,13,1
4.7,1,13,1
3,1,13,1
6.5,1,13,1
1.73333333333333,1,13,1
2.5,1,13,1
1,1,13,1
1.3,1,13,1
0.600000000000001,0,13,1
1.7,1,13,1
0.5,0,13,1
0.949999999999999,0,13,1
0.699999999999999,1,13,1
0.300000000000001,0,13,1
0.300000000000001,1,13,1
2.23125,1,13,1
0.100000000000001,0,13,1
0.100000000000001,0,13,1
0.300000000000001,1,13,1
1.6,1,13,1
1.4,1,13,1
0.100000000000001,0,13,1
0.100000000000001,0,13,1
0.600000000000001,1,13,1
0.800000000000001,1,13,1
0.699999999999999,0,13,1
0.100000000000001,0,13,1
0.199999999999999,1,13,1
1.2,1,13,1
8.3566037735849,1,13,2
4.3,0,13,2
7.20089285714286,1,13,2
3.4,1,13,2
0.100000000000001,1,13,2
12,1,13,2
11.9938775510204,1,13,2
11.9916666666667,1,13,2
12,1,13,2
12,1,13,2
12,1,13,2
12,1,13,2
11.9912280701754,1,13,2
12,1,13,2
12,1,13,2
5.1,0,13,2
4.8,0,13,2
4.7,0,13,2
4.8,0,13,2
5.00288461538462,0,13,2
6.60094339622642,1,13,2
4.9,0,13,2
6.5,0,13,2
7.3,1,13,2
5.9,0,13,2
7.02659574468085,1,13,2
6.3,0,13,2
6.9,1,13,2
15.2,0,13,3
21.3,0,13,3
25,1,13,3
19.5,0,13,3
23.2,0,13,3
25.7,1,13,3
23.8,1,13,3
22,0,13,3
23.9,0,13,3
19.4,0,13,3
25.2,1,13,3
23.7,0,13,3
24.5,0,13,3
26,1,13,3
24.3,1,13,3
25.8,0,13,3
16.7,0,13,3
27.9,1,13,3
27.1,0,13,3
13.9,0,13,3
16.8,0,13,3
28.9267857142857,1,13,3
28,1,13,3
27.1,1,13,3
26.2,0,13,3
28.9,1,13,3
28.3,0,13,3
18.5,0,13,3
30,1,13,3
29.4,1,13,3
28.8,0,13,3
14.890350877193,0,13,3
17.2,0,13,3
15.75,0,13,3
17.6,0,13,3
17.1,0,13,3
18.3,0,13,3
12.5,0,13,4
15.5,0,13,4
17.2,0,13,4
13.7,0,13,4
18.4,1,13,4
16.3,0,13,4
17.9,1,13,4
15.8,0,13,4
18.2,1,13,4
17.3,1,13,4
16.8,0,13,4
17.6,0,13,4
18.6,1,13,4
16.8,0,13,4
17.8,1,13,4
17.3,0,13,4
17.9,1,13,4
17.3,0,13,4
17.85,1,13,4
17.3,0,13,4
17.2,0,13,4
17.8,1,13,4
17.3,1,13,4
17.3,0,13,4
17.2,0,13,4
17.2,0,13,4
17.9,1,13,4
17.3,0,13,4
17.9,1,13,4
17.3,0,13,4
17.9,1,13,4
17.3,0,13,4
17.9,1,13,4
17.3,0,13,4
17.8,1,13,4
17.3,0,13,4
17.8,0,13,4
17.8,0,13,4
17.8,1,13,4
17.8,1,13,4
7.7,1,14,1
4.7,1,14,1
2.99245283018868,1,14,1
6.5,1,14,1
1.7,0,14,1
3.9,1,14,1
2.2,1,14,1
1.2,1,14,1
7,1,14,1
4.8,1,14,1
1.25,1,14,1
1.3,1,14,1
0.800000000000001,1,14,1
1.1,1,14,1
0.600000000000001,1,14,1
0.800000000000001,1,14,1
0.399999999999999,0,14,1
0.800000000000001,0,14,1
1.3,1,14,1
1.2,1,14,1
0.199999999999999,0,14,1
0.199999999999999,0,14,1
0.199999999999999,0,14,1
0.5,0,14,1
0.399999999999999,0,14,1
0.399999999999999,0,14,1
0.399999999999999,0,14,1
0.399999999999999,0,14,1
1.1,1,14,1
5.87272727272727,0,14,2
8.30277777777778,1,14,2
4.3,0,14,2
7.2,1,14,2
3.4,0,14,2
7.9311320754717,0,14,2
0.0500000000000007,0,14,2
0.0500000000000007,0,14,2
9.451,0,14,2
0.100000000000001,0,14,2
0.100000000000001,0,14,2
9.78018867924528,1,14,2
10.993,1,14,2
8.75566037735849,0,14,2
4.1,0,14,2
11.4,1,14,2
8.80092592592592,1,14,2
10.7927083333333,1,14,2
7.1,1,14,2
7.02019230769231,0,14,2
10.7972727272727,1,14,2
5.7,0,14,2
9.8,1,14,2
7.5,0,14,2
6.5,0,14,2
9.39811320754717,1,14,2
7.82234042553191,1,14,2
6.34285714285714,0,14,2
8.85,0,14,2
10.0323529411765,1,14,2
15.1981132075472,0,14,3
21.3,1,14,3
17.6,1,14,3
12.1,0,14,3
13.8616071428571,0,14,3
18.3,1,14,3
16.4,1,14,3
15,0,14,3
15.8,0,14,3
16.6,1,14,3
15.7,0,14,3
16.6,1,14,3
15.7,0,14,3
16.6,1,14,3
15.6970588235294,0,14,3
16.5,0,14,3
16.6,1,14,3
16.6,0,14,3
16.6,1,14,3
16.6,1,14,3
16.7,0,14,3
18,1,14,3
16.6,0,14,3
18.2,1,14,3
16.4,1,14,3
14.9660377358491,1,14,3
12.2230769230769,0,14,3
13.4398148148148,1,14,3
6.7,0,14,3
8.7,0,14,3
10.71,0,14,3
12.9935185185185,1,14,3
4.8,0,14,3
24,1,14,3
9.5,0,14,3
11.4147058823529,0,14,3
13,1,14,3
22.7,1,14,3
9.7,0,14,3
10.9,0,14,3
12.5,1,14,4
9.5,0,14,4
14.1,1,14,4
10.9,0,14,4
15,1,14,4
10.3,0,14,4
11.8,0,14,4
13,0,14,4
16.3,1,14,4
15.5,1,14,4
13,1,14,4
11.2,0,14,4
12.6,0,14,4
13.7,0,14,4
16.4,1,14,4
15.4,1,14,4
13.5,0,14,4
15.1,1,14,4
13.4,0,14,4
13.4,0,14,4
13.5,0,14,4
14.3,0,14,4
13.6,1,14,4
15.9,1,14,4
15.4,1,14,4
13.2,0,14,4
13.3,0,14,4
14.4,0,14,4
13.9,0,14,4
14.1,1,14,4
15.2,1,14,4
13.4,0,14,4
13.5,0,14,4
14.7,1,14,4
13.6,0,14,4
14.6,1,14,4
13.7,0,14,4
13.8,0,14,4
14.5,1,14,4
13.8,0,14,4
7.7,1,15,1
4.7,1,15,1
2.95,1,15,1
6.5,1,15,1
1.7,0,15,1
3.9,1,15,1
2.25,1,15,1
1.3,1,15,1
7,1,15,1
4.8,1,15,1
1.24313725490196,0,15,1
0.800000000000001,1,15,1
5.9,1,15,1
3.9,1,15,1
1.6,1,15,1
2.31037735849057,1,15,1
0.600000000000001,1,15,1
1.8,1,15,1
0.899999999999999,1,15,1
1,1,15,1
0.899999999999999,1,15,1
0.800000000000001,1,15,1
0.800000000000001,1,15,1
0.699999999999999,1,15,1
0.699999999999999,1,15,1
0.300000000000001,1,15,1
0.5,1,15,1
0.399999999999999,1,15,1
0.399999999999999,1,15,1
0.5,1,15,1
5.9,0,15,2
8.34230769230769,1,15,2
4.3,0,15,2
7.22685185185185,1,15,2
3.4,0,15,2
7.92980769230769,1,15,2
6.3,1,15,2
5.2,0,15,2
6.84038461538461,0,15,2
8.72115384615385,1,15,2
6.5,0,15,2
8.329,1,15,2
6.6,1,15,2
5.418,0,15,2
7.289,1,15,2
6,0,15,2
6.81274509803921,1,15,2
6.1,1,15,2
5.7,1,15,2
4.9,1,15,2
2.6,1,15,2
12,1,15,2
0.100000000000001,0,15,2
0.100000000000001,0,15,2
1.9,1,15,2
12,1,15,2
12,1,15,2
0.100000000000001,0,15,2
15.2,0,15,3
21.3,0,15,3
25,0,15,3
26.9,0,15,3
28.1177083333333,0,15,3
28.741,1,15,3
22,1,15,3
0.199999999999999,0,15,3
0.0500000000000007,0,15,3
2.8,0,15,3
11.2313725490196,0,15,3
25.1,1,15,3
2.5,0,15,3
8.5,0,15,3
13.8,0,15,3
18.1,0,15,3
23,0,15,3
26.5141509433962,1,15,3
18.8,1,15,3
9.6,0,15,3
12.8990909090909,0,15,3
15.3,0,15,3
14.3,0,15,3
16,0,15,3
17.4,0,15,3
18.6,0,15,3
19.6,0,15,3
19.2,0,15,3
20,0,15,3
20.6,1,15,3
17.5,1,15,3
13.9,0,15,3
14.9,0,15,3
15.8,0,15,3
16.5,0,15,3
17.1,0,15,3
17.3,0,15,3
12.5,0,15,4
15.5,1,15,4
10.9,0,15,4
14.1,0,15,4
16.5,1,15,4
13.3,0,15,4
14.9,1,15,4
12.9,1,15,4
4.9,0,15,4
7.2,0,15,4
17.5,1,15,4
13.6,1,15,4
9.55,0,15,4
10.741,0,15,4
15.4,0,15,4
19.1,1,15,4
17.9,1,15,4
10.983,0,15,4
14.6,0,15,4
17.2,1,15,4
13.9,1,15,4
11.198,0,15,4
16.3,1,15,4
12.3,0,15,4
15,0,15,4
16.6,1,15,4
13,0,15,4
14.5,0,15,4
14.4,0,15,4
14.4,0,15,4
14.4,0,15,4
14.5,0,15,4
14.5,0,15,4
16,1,15,4
14.6,0,15,4
14.7,0,15,4
15.7,0,15,4
16.3,0,15,4
17,1,15,4
16.8,0,15,4
7.7,1,16,1
4.7,1,16,1
2.95,1,16,1
6.5,1,16,1
1.7,0,16,1
3.9,1,16,1
2.25,1,16,1
1.2,0,16,1
2.9,1,16,1
1.4,1,16,1
4.6,1,16,1
0.899999999999999,1,16,1
5.2,1,16,1
3.5,1,16,1
0.699999999999999,0,16,1
0.5,0,16,1
1.3,1,16,1
0.300000000000001,0,16,1
1.71734693877551,1,16,1
0.5,1,16,1
0.100000000000001,0,16,1
0.100000000000001,0,16,1
1.6,1,16,1
1.4,1,16,1
0.300000000000001,0,16,1
1.2,1,16,1
1.2,1,16,1
1,1,16,1
0.300000000000001,0,16,1
1,1,16,1
8.39387755102041,1,16,2
4.3,1,16,2
12,1,16,2
12,1,16,2
4.9,1,16,2
12,1,16,2
2.6,1,16,2
3.2,1,16,2
1.5,0,16,2
3.8,0,16,2
12,1,16,2
12,1,16,2
10.7,1,16,2
6.58272727272727,0,16,2
12,1,16,2
12,1,16,2
0.108333333333335,0,16,2
0.100000000000001,0,16,2
3.1,0,16,2
0.199999999999999,0,16,2
6.2,0,16,2
0.5,0,16,2
6.42641509433962,1,16,2
0.899999999999999,0,16,2
7.52450980392157,1,16,2
2.1,0,16,2
5.7,1,16,2
4.5,1,16,2
4.9,0,16,2
15.2,0,16,3
21.3,0,16,3
25.0028846153846,0,16,3
26.9307692307692,0,16,3
28.16,0,16,3
28.7774509803922,0,16,3
29.3730769230769,0,16,3
27.7,1,16,3
12.6008771929825,0,16,3
17.1,0,16,3
21.7,0,16,3
26,0,16,3
29,0,16,3
29,0,16,3
29.9796296296296,0,16,3
29.7774509803922,0,16,3
29.6,0,16,3
29.7,0,16,3
29.7647058823529,1,16,3
29.238,0,16,3
29.6858490566038,0,16,3
29.6,0,16,3
29.7,0,16,3
29.7,0,16,3
29.7,0,16,3
29.7192307692308,0,16,3
29.8,0,16,3
29.8584905660377,0,16,3
29.8704081632653,0,16,3
29.8,0,16,3
29.8634615384615,0,16,3
29.9637254901961,0,16,3
29.9607843137255,0,16,3
29.9,0,16,3
29.9,0,16,3
29.95,0,16,3
29.9,0,16,3
29.9586538461538,0,16,3
29.951,0,16,3
12.5,0,16,4
15.5,0,16,4
17.2,0,16,4
13.7,0,16,4
18.45,1,16,4
16.3,0,16,4
17.9,1,16,4
15.8,0,16,4
18.25,0,16,4
13.7,0,16,4
18.9,1,16,4
17.6173076923077,0,16,4
18.9460784313726,1,16,4
18.8,1,16,4
17.7989583333333,0,16,4
18,1,16,4
17.4,0,16,4
18.25,0,16,4
18.9,1,16,4
17.6,0,16,4
18.6,1,16,4
17.9,0,16,4
17.95,0,16,4
18.55,1,16,4
17.95,0,16,4
18.5,0,16,4
18.5232142857143,1,16,4
18.55,1,16,4
18.55,1,16,4
17.819387755102,0,16,4
18.5,1,16,4
18.5,0,16,4
18.45,0,16,4
18.35,1,16,4
18.55,1,16,4
18.55,1,16,4
18.6,1,16,4
17.7679245283019,0,16,4
18.6,1,16,4
17.8549019607843,0,16,4
7.7,1,17,1
4.7,1,17,1
2.97181818181818,1,17,1
6.5,1,17,1
2.5,1,17,1
1,0,17,1
3.1,1,17,1
1.2,1,17,1
2.28090909090909,1,17,1
0.699999999999999,0,17,1
0.600000000000001,1,17,1
2.9,1,17,1
0.300000000000001,0,17,1
1.4,1,17,1
0.399999999999999,1,17,1
1.95,1,17,1
0.100000000000001,0,17,1
0.100000000000001,0,17,1
0.899999999999999,1,17,1
0.100000000000001,0,17,1
1.03111111111111,1,17,1
0.600000000000001,1,17,1
0.699999999999999,1,17,1
0.699999999999999,1,17,1
0.699999999999999,1,17,1
0.100000000000001,0,17,1
0.699999999999999,1,17,1
0.100000000000001,0,17,1
0.699999999999999,1,17,1
5.87647058823529,1,17,2
3.6,0,17,2
7.6375,1,17,2
2.9,0,17,2
4.893,1,17,2
6.6,0,17,2
11.95,1,17,2
12,1,17,2
12,1,17,2
5.44807692307692,0,17,2
0.100000000000001,0,17,2
1,0,17,2
8.38365384615385,0,17,2
0.0908163265306135,0,17,2
10.25,1,17,2
8.84803921568627,1,17,2
6.5,1,17,2
2.5,0,17,2
10.6,1,17,2
3.3,0,17,2
8.58137254901961,0,17,2
11.1980769230769,1,17,2
3.7,0,17,2
9.75,1,17,2
5.3,0,17,2
8.05,1,17,2
5.1,0,17,2
8.44591836734694,0,17,2
10.085,1,17,2
15.153125,1,17,3
9,0,17,3
12.7352941176471,1,17,3
7.8,0,17,3
11.4156862745098,0,17,3
16.3,1,17,3
13.5,1,17,3
11.3,1,17,3
10.2,1,17,3
5.5,0,17,3
6.5,0,17,3
10.3,1,17,3
9.6,0,17,3
10.5,0,17,3
16,1,17,3
14.1,1,17,3
8.5,0,17,3
11,1,17,3
10.3,1,17,3
10.4,0,17,3
8.6,0,17,3
11.6141509433962,1,17,3
11.3075471698113,0,17,3
12.5039215686275,1,17,3
8.9,0,17,3
11.8517857142857,1,17,3
9.4,0,17,3
11.4617647058824,1,17,3
11.2,0,17,3
11.9716981132075,0,17,3
12.8,1,17,3
9.3,0,17,3
12.3991525423729,0,17,3
13.2,1,17,3
12.8183673469388,1,17,3
9.4,0,17,3
12.6,1,17,3
9.7,1,17,3
9.1,0,17,3
9.3,0,17,3
12.5,1,17,4
9.5,0,17,4
14.1,1,17,4
10.8769230769231,1,17,4
8.48584905660377,0,17,4
11.7,0,17,4
20.1,1,17,4
18.55,1,17,4
15.5,1,17,4
10.9839285714286,1,17,4
8.35,0,17,4
10.4,0,17,4
11.5981481481481,1,17,4
9.59901960784314,0,17,4
11.3,0,17,4
13.2,0,17,4
18.3,1,17,4
16.4,1,17,4
7.97142857142857,0,17,4
13.5,1,17,4
12.9,1,17,4
12.4,0,17,4
8.9,0,17,4
13.9,1,17,4
13.4,0,17,4
15.1,1,17,4
9.35,0,17,4
14.2,0,17,4
15.8,0,17,4
18.9,1,17,4
17.7,1,17,4
16.8479591836735,1,17,4
8.8,0,17,4
15.6,1,17,4
15.2,1,17,4
9.8,0,17,4
14.7,0,17,4
15.8,1,17,4
9.89545454545455,0,17,4
15.3,1,17,4
7.72596153846154,1,18,1
4.7,1,18,1
3,1,18,1
6.5,1,18,1
1.74038461538462,0,18,1
3.89897959183673,1,18,1
1.24326923076923,1,18,1
6.96346153846154,1,18,1
4.71960784313726,1,18,1
1.2,1,18,1
1.307,0,18,1
4.81,1,18,1
3.12053571428572,1,18,1
0.600000000000001,0,18,1
0.5,0,18,1
1.7,1,18,1
0.5,0,18,1
1.7,1,18,1
0.699999999999999,1,18,1
0.199999999999999,1,18,1
2.7,1,18,1
0.100000000000001,0,18,1
0.100000000000001,0,18,1
0.100000000000001,0,18,1
0.100000000000001,0,18,1
1.5,1,18,1
1.3,1,18,1
1.25,1,18,1
1.2,1,18,1
5.86981132075472,1,18,2
3.6,1,18,2
6.9234693877551,1,18,2
2.1,1,18,2
12,1,18,2
11.85,1,18,2
8.58396226415094,1,18,2
2.2,1,18,2
1.4,1,18,2
2.1,0,18,2
10.1807692307692,1,18,2
7.473,1,18,2
5.3,1,18,2
4,1,18,2
1.1,0,18,2
0.399999999999999,0,18,2
0.5,0,18,2
2.5,1,18,2
1.7,0,18,2
